Company Name,Description,Primary Industry Sector,Primary Industry Group,Primary Industry Code,All Industries,Exchange,Ticker,Year Founded,Revenue,Gross Profit,Net Income,Enterprise Value,EBITDA,Market Cap,HQ City,HQ State/Province,HQ Country
Alhokair (SAU: 4240),"Fawaz Abdulaziz AlHokair Co is a Saudi Joint Stock company. The company engages in wholesale and retail trading of ready-made cloth for men, women and children, shoes, textiles, house and office furniture, perfumes, natural cosmetics, ornaments and beauty materials and their compounds and traditional jewelry. The company and its subsidiaries mainly sell fashion apparel and operate through their various retail outlets scattered in the Kingdom of Saudi Arabia. Further, the company operates through certain subsidiaries in the international markets, in Jordan, Egypt, Republic of Kazakhstan, United States of America, Republic of Azerbaijan, Georgia, Armenia, Morocco, Spain, Balkan countries, Republic of Iraq, United Arab Emirates and England.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Electronics (B2C), Footwear",SAU,4240,1989,"1,476.95",291.65,26.97,"1,875.29",171.17,"1,375.81",Riyadh,,Saudi Arabia
Five Below (NAS: FIVE),"Five Below is a value-oriented retailer that operated 625 stores in the United States as of the end of fiscal 2017. Catering to teen and preteen consumers, stores feature a wide variety of merchandise, all priced at or below $5. The assortment focuses on discretionary items in several categories, particularly leisure (such as sporting goods, toys, and electronics; 50% of fiscal 2017 sales), fashion and home (for example, beauty products and accessories, home goods, and storage solutions; 32% of fiscal 2017 sales), and party and snack (including seasonal goods, candy, and beverages; 18% of fiscal 2017 sales). The chain had stores in 32 states as of the end of fiscal 2017, along with two distribution centers (with plans for three more).",Consumer Products and Services (B2C),Retail,Specialty Retail,"Accessories, Clothing, Other Consumer Durables, Recreational Goods, Specialty Retail*",NAS,FIVE,2002,"1,461.71",528.57,127.76,"6,078.14",213.49,"6,522.23",Philadelphia,Pennsylvania,United States
Lands' End (NAS: LE),"Lands' End Inc is a United States-based multi-channel retailer of casual clothing, accessories, and footwear, as well as home products. The company operates through two segments, Direct, and Retail. Apparel products account for most of the company's net revenue. The company offers merchandise through multiple channels, such as catalogs, online platforms, and retail locations, which includes Lands' End shops at Sears, standalone Lands' End Inlet stores and international shop-in-shops located in department stores. The company has a business presence in the United States, Europe, Asia and other areas. It generates the majority of its total net revenue from the United States.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Internet Retail",NAS,LE,1963,"1,451.59",616.06,11.59,954.06,66.10,510.04,Dodgeville,Wisconsin,United States
Kurabo Industries (TKS: 3106),"Kurabo Industries Ltd. is involved in the business of Textile, Chemical products, Real estate utilization, Machine tools and Electronics and Other businesses. The company's primary activities include manufacture and sale of textile products, polyurethane foam and related products, machine tool and industrial machines, information systems and equipment and bio-medical products and also lease of real estate and design, manufacture and supply of plants, equipment and machines and industrial and household waste recycling.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Synthetic Textiles",TKS,3106,1888,"1,445.17",250.80,46.90,501.62,70.42,422.89,Osaka,Chuo-ku,Japan
Bosideng International Holdings (HKG: 03998),"Bosideng International Holdings Ltd is an integrated clothing group in China. It mainly engaged in design, manufacture and sales of down apparel products including research, raw materials procurement, outsourced manufacturing, marketing and distribution of branded down apparel products, original equipment manufacturing products and non-down apparel products. The group operates its business in four segments namely Down apparel, OEM management, Ladieswear apparel and Non-down apparel.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,HKG,03998,1975,"1,432.12",670.75,105.83,858.55,175.08,"2,601.27",Changshu,Jiangsu,China
Folli-Follie,"Designer, manufacturer and distributor of jewelry, watches and fashion accessories. The company offers fashion accessories such as handbags, small leather goods, belts, pashminas and sunglasses.",Consumer Products and Services (B2C),Apparel and Accessories,Luxury Goods,Luxury Goods*,,,1982,"1,431.60",700.93,123.68,,258.50,,Athens,,Greece
Russell Athletic,"Manufacturer of athletic apparel. The company manufactures and markets athletic apparel, footwear and sporting goods under brand names including Russell Athletic, Jerzees, Spalding, Brooks, and Huffy Sports. It distributes its products through multiple sales channels including mass merchants, sporting goods stores, and screen-printing shops that customize basic apparel.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Footwear, Recreational Goods",,,1902,"1,431.55",379.15,25.23,909.96,85.92,,Bowling Green,Kentucky,United States
Etam Développement,"Designer and manufacturer of women's clothing. The company's women's clothing include formal wear, casual wear, lingerie, nightwear, beachwear and accessories, enabling women to choose their choice of products.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*",,,1915,"1,429.29",832.72,25.27,,93.07,,Paris,,France
TSI Holdings (TKS: 3608),"TSI Holdings Co Ltd is an apparel manufacturer that owns and licenses dozens of brands that it sells through department stores, other retail stores and shopping centers, and e-commerce channels. More than 90% of the company's sales are in Japan, with the remainder coming from China and other parts of Asia. TSI's highest selling brands, which collectively account for more than half of the company's total revenue, include nano, Natural Beauty Basic, Margaret Howell, Pearly Gates, Rose Bud, Stussy, Proportion Body Dressing, Free's Mart, Human Woman, and Callaway Apparel.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,TKS,3608,,"1,426.43",764.52,26.22,630.91,26.39,562.38,Tokyo,,Japan
Bulgari,"Manufacturer and retailer of watches, jewels, perfumes and accessories. The company provides jewels, watches, accessories and fragrances. It also owns hotels and resorts.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Hotels and Resorts, Luxury Goods, Other Retail",,,1884,"1,415.88",880.47,50.33,"3,233.62",202.32,,Rome,,Italy
Delta Galil Industries (TAE: DEGA1),"Delta Galil Industries Ltd designs and manufactures undergarments, socks, children's wear, leisure wear, and active wear. The company is engaged in the design, development, production, marketing and sale of intimate apparel, socks, children's' wear, leisure wear and active wear, as well as in the development, design, marketing, distribution and sale of branded products in the jeans and over wear clothing and ancillary products for women, in five business segments- Delta USA, Global Upper Market, Delta Israel, Schiesser and Delta Premium Brands.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,TAE,DEGA1,1975,"1,415.79",538.23,43.90,898.74,103.64,790.03,Caesarea,,Israel
Greater Toronto Airports Authority,"Provider of freight forwarder, airport services, flight search, and customer service. The company operates within the industries of air, other commercial services, and other services (b2c non-financial).",Business Products and Services (B2B),Commercial Services,Other Commercial Services,"Clothing, Other Commercial Services*",,,2012,"1,415.20",,,,,,,,
Sola International,"Manufacturer of eyeglass lenses. The company engages in the production and distribution of plastic lenses in the United States, Europe, Asia, Australia and South America.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,Accessories*,,,1960,"1,400.34",,,,,,San Diego,California,United States
Dockers,"Operator of an online store intended sell khadi based apparel. The company's online store provides shirts, sweat shirts, T-shirts, jackets and other well-crafted clothing range, enabling clients to avail the products at a reasonable rate.",Consumer Products and Services (B2C),Retail,Internet Retail,"Clothing, Information Services (B2C), Internet Retail*",,,1986,"1,400.00",,,,,,Neu-Isenburg,,Germany
GE Auto Service Leasing,"Provider of automobile leasing services. The company's automobile leasing services offers used vehicles of German and foreign brands, enabling private individuals and businesses to get international purchase options, online contract conclusion and around the clock availability options.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Luxury Goods, Other Commercial Services, Specialty Retail*",,,1969,"1,389.88",0.00,,,502.44,,Oberhaching,,Germany
Kate Spade & Company,"Designer and manufacturer of apparel and accessories. The company offers a variety of products including briefcases, handbags, fashion accessories, jewelry, footwear, fragrances, swimwear, watches, tabletop products, bedding, housewares, lighting products, and other related products.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Home Furnishings",,,1976,"1,378.28",828.90,143.31,"2,895.07",215.62,,New York,New York,United States
Intres,"Operator of online fashion, sportswear and household furnishing retailer. The company provides payment platforms and marketing for private labels and franchises in the fashion, housing and sport retail industries.",Business Products and Services (B2B),Commercial Products,Distributors/Wholesale,"Accessories, Clothing, Distributors/Wholesale*, Internet Retail",,,1964,"1,375.79",,,,,,Hoevelaken,,Netherlands
Stitch Fix (NAS: SFIX),"Stitch Fix Inc is a US-based company which offers personal style service for men and women. The company engages in delivering one-to-one personalization to clients through the combination of data science and human judgment. It provides shipment service called A FIX where the stylist's hand selects items from several merchandises with analysis of client and merchandise data to provide a personalized shipment of apparel, shoes, and accessories suited to client's needs. The company offers products across categories, brands, product types and price points including Women's, Petite, Maternity, Men's and Plus. It also offers various product types, including denim, dresses, blouses, skirts, shoes, jewelry and handbags and sells merchandise across a various range of price points.",Consumer Products and Services (B2C),Retail,Internet Retail,"Accessories, Clothing, Internet Retail*",NAS,SFIX,2011,"1,371.55",607.94,50.43,"1,976.30",57.83,"2,745.17",San Francisco,California,United States
Shanghai La Chapelle Fashion Company (HKG: 06116),"Shanghai La Chapelle Fashion Co Ltd operates as a multi-brand fashion group in China. It offers product such as Tops, Bottoms, Dresses and accessories related to it under the brands La Chapelle, Puella, 7m, Candie's, La Babite, Vougeek, Pote, MARC ECKO, La Chapelle Kids and UlifeStyle (OTHERMIX, OTHERCRAZY, JACK WALK and O.T.R. Business activity of the group is functioned through online, retail platform, and others. The La Chapelle brand generates maximum revenue for the company.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Distributors/Wholesale (B2C)",HKG,06116,1998,"1,371.18",830.83,60.86,"1,003.85",96.93,588.10,Shanghai,,China
Value City Department Stores,"Operator of off-price department store in the United States. The company offers the budget shoppers fashion merchandise including family apparel, shoes, jewelry, home fashions and more in an easy-to-shop environment and at bargain prices.",Consumer Products and Services (B2C),Retail,Department Stores,"Accessories, Clothing, Department Stores*",,,1917,"1,361.13",,,,,,Columbus,Ohio,United States
Varsity Brands,"Provider of sports apparel and cheerleading activities intended to inspire achievement and create memorable experiences for young people. The company's cheerleading, sports-related services, and team athletic gear help educators, coaches, and students to build school pride, student engagement, and community spirit.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Other Services (B2C Non-Financial)",,,1920,"1,350.00",,,,,,Farmers Branch,Texas,United States
Claire's Stores,"Provider of fashionable jewelry and accessories intended for young women, teens, tweens and girls ages 3 to 35. The company offers jewelry products in over 2,801 stores in 17 countries under two brands, Claire's and Icing.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Accessories, Specialty Retail*",,,1961,"1,346.81",685.75,47.57,,154.86,,Pembroke Pines,Florida,United States
Boardriders,Manufacturer of clothing apparel and accessories designed for sporting activities. The company's accessories and related products represent a casual lifestyle for young-minded people who are inspired by a passion for outdoor action sports.,Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Footwear",,,1969,"1,345.94",621.38,-306.17,763.51,-188.61,,Greyville,,South Africa
Truworths International (JSE: TRU),"Truworths International Ltd is a clothing and footwear retailer with nearly a thousand stores in Africa and Europe. Its African brands include Truworths, Daniel Hechter, Inwear, Identity, and LTD. Its European brands include Office and Offspring footwear retailers. The company's stores generally sell only proprietary brands, but Office primarily sells global third-party footwear brands. Most of the company's retail locations and sales are in South Africa. Collectively, South Africa and the United Kingdom account for roughly 90% of the company's business. E-commerce sales make up a small portion of total revenue.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,JSE,TRU,,"1,333.41",708.48,193.13,"2,682.08",216.13,"1,997.33",Cape Town,,South Africa
Lamoda,"Provider of an online platform intended to offer a range of products. The company's online platform offers apparel, shoes, accessories and beauty products, enabling consumers to buy products of their own choice.",Consumer Products and Services (B2C),Retail,Internet Retail,"Application Software, Clothing, Internet Retail*",,,2011,"1,314.59",,,,,,Moscow,,Russia
Valentino Fashion Group,"Manufacturer of apparel and accessories for men and women for travel, business, leisure and formal occasions. The company offers casual lines, couture and ready-to-wear collections, informal and sportswear lines and evening wear; and handbags, footwear, leather goods, belts, casual and outdoor garments, watches, eye wear and fragrances and other accessories.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*, Footwear",,,1960,"1,308.21",,,,245.32,,Milan,,Italy
CCC (WAR: CCC),"CCC SA manufactures footwear that it sells under more than 60 proprietary brands and several licensed brands. CCC distributes most of its products through its more than 700 retail stores, most of which are in Poland. Roughly 90% of sales are in Central and Eastern Europe. Sales of women's shoes make up more than half of the company's total revenue. Remaining shoe sales are in the men's and kid's categories. Nonshoe sales, consisting of handbags, accessories, and shoe care products, account for roughly 10% of total company revenue. CCC's most popular brand is Lasocki. Other brands include Jenny Fairy, Clara Barson, Cesare Cave, and Vapiano.",Consumer Products and Services (B2C),Apparel and Accessories,Footwear,Footwear*,WAR,CCC,1999,"1,307.76",627.89,16.41,"2,980.30",253.07,"2,283.10",Polkowice,,Poland
Matalan Retail,"Operator of a chain of 203 retail stores offering discount clothing and homeware products in United Kingdom. The company offers in-house brands like Be Beau, Et Vous, Rogers & Rogers, 24:7, Denim 73, Wrangler, Falmer, Wonderbra, Wolsey and Lee Cooper.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Catalog Retail, Clothing, Specialty Retail*",,,1985,"1,307.51",,,,83.37,,Skelmersdale,England,United Kingdom
Cortefiel,"Operator of an online marketplace designed to offer on-demand fashion apparel. The company's online marketplace offers an easily navigable user interface, product catalog, authentic products, cash on delivery, enabling consumers to find apparel for Men and Women like shirts, dresses, suits, bags and accessories.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Distributors/Wholesale, Internet Retail",,,1880,"1,304.14",,,,180.39,,Madrid,,Spain
GSI Creos (TKS: 8101),"GSI Creos Corporation is a Japan based company engaged in the business of textile materials, industrial products, and nanotechnology. The products of the company include innerwear, outerwear, women's casual brand, composite molded article, and functional base paper.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Plant Textiles",TKS,8101,1931,"1,279.17",118.24,7.53,90.69,15.07,68.29,Tokyo,,Japan
Gunze (TKS: 3002),"Gunze Ltd has three business lines: Apparel, Functional Solutions, and Lifestyle Creation. Apparel, which is the company's largest business by revenue, manufactures innerwear, legwear, house casual wear, and threads and accessories with brands including Kaiteki Kobo, Body Wild, Tuche, The Gunze, and Sabrina. Functional Solutions produces plastic films, engineering plastics, electronic components, mechatronics, and medical materials for the beverage, electronics, and medical industries. Lifestyle Creations, the smallest business, engages in a variety of service businesses including landscaping, fitness clubs and spas, property development, and energy engineering. Roughly three fourths of the company's sales come from Japan.",Business Products and Services (B2B),Commercial Products,Industrial Supplies and Parts,"Clothing, Industrial Supplies and Parts*",TKS,3002,1896,"1,278.14",367.88,35.13,884.43,53.25,696.41,Osaka,,Japan
Stein Mart (NAS: SMRT),"Stein Mart operates several hundred department stores in the United States. It sells mostly name-brand merchandise. The company aims to provide current-season, quality merchandise at prices comparable with off-price retailers. The company leases all of its stores, which are located mostly in shopping centers frequented by more-affluent customers. A substantial portion of the stores are in Texas and Florida. Stein Mart has multiple distribution and consolidation centers throughout the United States.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Department Stores, Footwear",NAS,SMRT,1908,"1,272.73",352.92,-6.00,230.36,37.31,49.79,Jacksonville,Florida,United States
Matahari Department Store (IDX: LPPF),"PT Matahari Department Store Tbk is an Indonesian based retailer company. It offers clothing, homeware, accessories, and beauty products through department stores. Its strategy is focused on stylish offerings, international labels, and exclusive brands. In 2009, Matahari Department Store became a separate entity from Matahari Putra Prima and was renamed Matahari Department Store.",Consumer Products and Services (B2C),Retail,Department Stores,"Accessories, Clothing, Department Stores*, Personal Products",IDX,LPPF,1958,"1,263.00",448.98,77.25,"1,068.15",133.37,855.96,Tangerang,,Indonesia
Osklen,Operator of a fashion brand. The company design and manufacture winter sportswear and luxury segment clothing.,Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Other Apparel",,,1990,"1,238.73",,,,,,Sao Paulo,,Brazil
Cole National,"Provider of optical care products. The company is engaged in providing optical care products and vision care services like prescription eyeglasses, contact lenses and accessories, and other personalized gifts through its various retail stores and franchises and operate 2,197 locations in the U.S., Canada, Puerto Rico and the Virgin Islands.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Other Retail",,,1944,"1,226.28",769.78,1.69,674.78,43.23,,Twinsburg,Ohio,United States
Ningbo Shanshan (SHG: 600884),"Ningbo Shanshan Co Ltd is a China-based company. Its businesses include the research, development, and production of lithium-ion battery materials, construction of charging piles, new energy vehicle operation and energy management services and apparel, venture capital, and financial leasing. The products include lithium battery cathode materials, anode materials, and electrolytes.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,SHG,600884,1989,"1,224.59",305.33,226.66,"3,728.81",377.08,"2,634.24",NINGBO,,China
Arvind (BOM: 500101),"Arvind Ltd is a global manufacturer and distributor of fabrics, domiciled in India. The company operates through four segments: textiles, branded apparel, others, and real estate. The largest contributor to revenue is the textiles business which offers denim products, woven and knit fabrics, and high-performance fabrics for use in industry. The branded apparel segment, the next largest by revenue, manufactures garments for use under various brand names. The others segment provides enterprise communication solutions for small businesses and corporations, and engages in construction activities. The smallest segment is real estate.",Materials and Resources,Textiles,Other Textiles,"Clothing, Other Textiles*",BOM,500101,1931,"1,208.24",631.00,39.61,768.04,125.82,326.39,Gujarat,,India
Zappos.com,"Retailer of footwear products on an online platform. The company offers shoes, clothing, bags and luggage, accessories, boots, slippers, electronics, eyewear, watches and jewelry for women, men and kids.",Consumer Products and Services (B2C),Retail,Internet Retail,"Footwear, Internet Retail*",,,1999,"1,200.00",,,,,,Las Vegas,Nevada,United States
Cynthia Rowley,"Developer of a lifestyle brand designed to offer a diverse range of clothing and accessories. The company's brand specializes in swimwear which is available both on an online platform as well as stores, enabling consumers to get branded clothes at a reasonable price.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Department Stores, Internet Retail",,,1988,"1,200.00",,,,,,New York,New York,United States
Ciba Vision,"Manufacturer of contact lenses and lens care products. The company's products include high-oxygen, breathable lenses for healthy eyes, high-oxygen extended wear lenses that can be worn for up to 30 continuous nights and daily disposable contact lenses enabling users to change, enhance and illuminate eyes.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Personal Products",,,1980,"1,200.00",,,,,,Duluth,Georgia,United States
Goldas,"Manufacturer of precious metal products. The company is engaged in the manufacture and sale of precious metal products, such as gold and silver jewelry, as well as trade of precious crude metals. It produces jewelry, including rings, earrings, necklaces, pins, bracelets and tie tacks from eight to 24 carat gold, and 925 carat silver.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Precious Metals and Minerals Mining",,,1993,"1,195.14",1.62,12.52,61.71,12.54,,Istanbul,,Turkey
Handsome (South Korea) (KRX: 020000),"Handsome Corp is a Korea-based apparel manufacturer. Its key business includes the manufacturing and marketing of various types of apparel under brands such as Time, Time Homme, Mine, System, System Homme, SJSJ, Chloe and Lanvin. The company's marketing channel comprises of department stores, sales agencies and direct management agencies. A nominal portion of its revenue is generated through rentals and golf resort operations.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Accessories, Clothing*",KRX,020000,1987,"1,182.05",679.47,67.65,626.82,115.19,794.16,Seoul,,South Korea
SuperGroup (LON: SDRY),"Superdry PLC, formerly known as SuperGroup PLC was founded on November 02, 2009. The Company is engaged in designing clothing and accessories and selling through multiple routes to market including Retail, Wholesale and online. Its business segments include Retail and Wholesale. The Retail segment comprises the operation of UK and Republic of Ireland stores, concessions and internet sites and Wholesale segment comprises the design and ownership of brands, and wholesale distribution of own brand products worldwide and the operation of European stores.",Business Products and Services (B2B),Commercial Products,Distributors/Wholesale,"Accessories, Clothing, Distributors/Wholesale*",LON,SDRY,2003,"1,187.72",685.70,84.59,772.45,141.52,585.62,Cheltenham,England,United Kingdom
Topshop,Retailer of women's clothing and accessories. The company's wide range of apparel and other accessories is sold through its retail stores located all across the United Kingdom and internationally as well as through its website.,Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Internet Retail, Specialty Retail",,,1964,"1,181.88",142.44,,,59.68,,London,England,United Kingdom
Ningbo Peacebird Fashion Company (SHG: 603877),"Ningbo Peacebird Fashion Co Ltd is a retail-oriented multi-brand fashion company. It focuses on providing customers with fashion products of high quality at the competitive price. The main products of the company include women's, men's and children's clothing, and the main brand contains PEACEBIRD, PEACEBIRD, LED'IN, MATERIAL GIRL, AMAZING PEACE, Mini Peace, and among others. It holds more than 4000 stores across 31 provinces, autonomous regions, and municipalities. Geographically, it operates through China, however, its products are distributed in both Chinese and international market.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,"Clothing*, Department Stores",SHG,603877,1995,"1,179.98",615.18,86.95,"1,435.61",135.21,"1,435.07",Ningbo,Zhejiang,China
Safilo Group (MIL: SFL),"Safilo Group SpA manufactures and distributes sunglasses and prescription eyewear to wholesalers and retailers. The firm sells its products through a network of commercial subsidiaries and independent distributors. Its products are sold through the Carrera, Polaroid, Smith, Safilo, and Oxydo brands, as well as a range of licensed brands. The company divides its operations into two segments: Wholesale and Retail. The vast majority of sales are made through wholesale distribution channels. Italy contributes the largest proportion of revenue relative to any other country. The firm operates in Italy, Europe, America and Asia.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,Accessories*,MIL,SFL,1934,"1,176.72",580.20,-305.22,683.76,-209.57,222.96,Padova,,Italy
PAL Group Holdings Company (TKS: 2726),"PAL Group Holdings Co Ltd is a holding company with subsidiaries that are manufacturers and retailers of women's clothing, men's clothing, and miscellaneous goods. The company's stores operate under dozens of brands, including Asoko, Beardsley, Capricieux Lemage, Chez toi, Ciaopanic, Colle, Discoat, Daily Russet, Dou Dou, CPCM, Lattice, Kastane, Mystic, 3 Coins, Who's Who, Goocy, Live Tart, Prose Verse, Loungedress, Omekashi, and Recette. PAL Group's brands have stores located in Japan and offer on-line ordering.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,TKS,2726,1973,"1,170.41",651.82,28.61,362.81,55.95,624.34,Osaka,,Japan
XXL Sport & Villmark (OSL: XXL),"XXL ASA is a sports retailer operating in Norway, Sweden, and Finland. The company strategy is to offer the lowest prices and the broadest assortment of products with focus on branded goods. The products are organized into six product categories: shoes, sportwear, outdoor, ski/bike, hunting and sports, and health and fitness. The product categories provide equipment, casual wear, sportswear, shoes, sleeping bags, cooking equipment, firearms, binoculars, GPS equipment, knives, axes, backpacks, and maps for various sports, including water sports, football, golf, tennis, ski, snowboarding, and hunting. The brands offered are mainly well-known and international: Nike, Adidas, Puma, O'Neill, Scott, Umarex, Nikon, Atomic, Fischer, Rossignol, Oakley, and Commaster, among others.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Clothing, Footwear, Recreational Goods, Specialty Retail*",OSL,XXL,2001,"1,168.48",454.38,52.66,940.44,98.88,479.50,Oslo,,Norway
TOD'S (MIL: TOD),"Tod's SpA makes luxury shoes, leather goods, and apparel that it sells under brands including Tod's, Hogan, Fay, and Roger Vivier. Shoe sales account for more than three fourths of the company's total revenue. The company sells its products mostly through directly operated company stores, but it also sells through franchised company stores and independent multibrand stores. More than half of the company's total revenue is generated in Europe, with most of those sales coming from Italy. Other big markets include China and the Americas.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing",MIL,TOD,,"1,163.53",452.28,83.43,"2,031.20",178.81,"1,561.33",Sant'Elpidio a Mare,,Italy
Figleaves.com,"Retailer of women's lingerie. The company is an online retailer of women's intimate apparel, as well as undergarments and swimwear.",Consumer Products and Services (B2C),Retail,Internet Retail,"Clothing, Internet Retail*, Other Apparel",,,1998,"1,162.95",634.11,,,45.72,,Hertfordshire,England,United Kingdom
Aditya Birla Fashion and Retail (NSE: ABFRL),"Aditya Birla Fashion and Retail Ltd manufactures and retails clothing, footwear, and leather products. The company offers western, ethnic, formal, party, and active wear for men, women, and kids, as well as footwear, handbags, cosmetics, perfumes, fashion jewelry, and watches. ABFRL with over 2100 stores spanning across 5.5 million square feet, reaches out to over 13 million discerning customers across India. The company's major brands include Louis Philippe, Van Heusen, Allen Solly and Peter England.",Consumer Products and Services (B2C),Retail,General Merchandise Stores,"Clothing, General Merchandise Stores*",NSE,ABFRL,2007,"1,161.97",599.53,33.84,"2,415.92",94.07,"2,522.51",Mumbai,Maharashtra,India
Shanghai Metersbonwe Fashion & Accessories Company (SHE: 002269),"Shanghai Metersbonwe Fashion & Accessories Co Ltd is a China-based company engaged in the design, manufacture and sale of fashion casual wear and accessories. It provides apparel under the brand names Meters/bonwe and ME&CITY.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing",SHE,002269,1995,"1,158.54",530.97,-21.47,"1,216.77",2.94,"1,203.72",Shanghai,Pudong,China
Global Fashion Group,"Developer of a shopping platform designed to bring fashion online. The company's shopping platform offers retail for fashion and lifestyle which operates in emerging markets through its subsidiaries, enabling customers to access over 3,000 international brands.",Consumer Products and Services (B2C),Retail,Internet Retail,"Clothing, Internet Retail*, Social/Platform Software",,,2011,"1,153.33",,,,,,Senningerberg,,Luxembourg
Service Merchandise,"Operator of specialized retail stores. The company is engaged in selling jewelry items such as watches, bracelets, necklaces, bangles, rings, earrings, decorative pins, and badges.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Accessories, Luxury Goods, Specialty Retail*",,,1934,"1,151.73",335.92,-98.22,46.66,-240.78,,Brentwood,Tennessee,United States
I.T (HKG: 00999),"I.T Ltd is an investment holding company and its subsidiaries are principally engaged in the sales of fashion wears and accessories. I.T carries apparel from established and up-and-coming international designer's brands, in-house brands and licensed brands. In-house brands include izzue, b+ab, 5cm, fingercroxx, CHOCOOLATE, tout a coup, Venilla suite, A Bathing Ape and AAPE. Licensed brands include MLB, as know as de Rue and X-Large. I.T leverages some of its in-house brands through franchisees in new markets. The brands are well accepted in Singapore, Indonesia, Thailand, England and Canada.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Clothing, Specialty Retail",HKG,00999,1988,"1,123.17",720.40,61.72,529.59,144.30,562.24,Hong Kong,,Hong Kong
Shirpur Gold Refinery (BOM: 512289),"Shirpur Gold Refinery Ltd manufactures gold bar and jewelry. The company sells products under the 'Zee Gold' brand at its refinery in the state of Maharashtra, India and is the authorized refinery for the Gold Monetization Scheme by the Government of India. The company refines gold and silver from the raw gold stage to purity. Some of the other products include casting the refined bullion into bars of various denominations, minting of coins and manufacturing of jewelry in various designs. The company has distribution networks across India.",Consumer Products and Services (B2C),Apparel and Accessories,Accessories,"Accessories*, Gold Mining, Precious Metals and Minerals Mining",BOM,512289,1984,"1,121.22",9.93,2.55,98.00,8.54,11.83,Mumbai,Maharashtra,India
The Talbots,"Retailer of women's apparel, shoes, and accessories. The company offers a variety of women's apparel including pants, sweaters, dresses, jackets, and skirts, along with shoes, jewelry, handbags, belts, sunglasses, and other accessories.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Clothing, Specialty Retail*",,,1947,"1,115.86",326.95,-111.53,383.60,-48.24,,Hingham,Massachusetts,United States
Oxford Industries (NYS: OXM),"Oxford Industries Inc is an apparel manufacturing company that designs, sources, markets and distributes products under the brand name called Tommy Bahama, and Lilly Pulitzer. Tommy Bahama designs, sources, markets and distributes men's and women's sportswear and related products. Lilly Pulitzer designs, sources, markets and distributes upscale collections of women's and girl's dresses, sportswear and related products. The company generates a majority of its revenue from the Tommy Bahama division.",Consumer Products and Services (B2C),Apparel and Accessories,Clothing,Clothing*,NYS,OXM,1942,"1,102.11",634.80,73.74,"1,526.22",129.93,"1,251.73",Atlanta,Georgia,United States
Steve and Barry's University Sportswear,"Operator of casual and collegiate apparel stores. The company offers various selection of clothes, including jeans, t-shirts, sweatshirts, jackets, polos, collegiate wear, and cargos for men, women, and children. It has grown to 276 stores in 33 states across the country, and is the fastest growing apparel retailer in the United States on a square footage basis.",Consumer Products and Services (B2C),Retail,Specialty Retail,"Clothing, Specialty Retail*",,,1985,"1,100.00",,,,,,Port Washington,New York,United States
